,state,age,total_population,total_citizen_population,total_registered,percent_registered_total,margin_of_error,percent_registered_citizen,margin_of_error_2,total_voted,percent_voted_total,margin_of_error_3,percent_voted_citizen,margin_of_error_4,sex_race_and_hispanic_origin
186,NEW JERSEY,Total,7009,6267,4297.0,61.3,1.9,68.6,1.9,3384.0,48.3,2.0,54.0,2.1,
187,NEW JERSEY,18 to 24,811,738,350.0,43.1,5.7,47.4,6.1,237.0,29.2,5.3,32.1,5.7,
188,NEW JERSEY,25 to 34,1235,1030,670.0,54.2,4.7,65.0,4.9,435.0,35.2,4.5,42.2,5.1,
189,NEW JERSEY,35 to 44,1076,882,661.0,61.4,4.9,74.9,4.8,548.0,50.9,5.0,62.0,5.4,
190,NEW JERSEY,45 to 64,2361,2177,1573.0,66.6,3.2,72.3,3.2,1297.0,55.0,3.4,59.6,3.5,
191,NEW JERSEY,65+,1526,1440,1043.0,68.4,3.9,72.5,3.9,868.0,56.8,4.2,60.3,4.3,
192,NEW MEXICO,Total,1576,1485,916.0,58.1,2.5,61.7,2.6,715.0,45.3,2.6,48.1,2.6,
193,NEW MEXICO,18 to 24,184,180,80.0,43.6,7.5,44.5,7.6,50.0,27.4,6.7,28.0,6.8,
194,NEW MEXICO,25 to 34,284,261,148.0,52.2,6.0,56.9,6.3,97.0,34.1,5.7,37.2,6.1,
195,NEW MEXICO,35 to 44,236,219,121.0,51.2,6.6,55.0,6.9,81.0,34.4,6.3,37.0,6.7,
196,NEW MEXICO,45 to 64,528,489,311.0,59.0,4.4,63.7,4.4,263.0,49.8,4.4,53.7,4.6,
197,NEW MEXICO,65+,345,336,255.0,74.0,4.8,75.9,4.8,224.0,64.8,5.2,66.5,5.3,
198,NEW YORK,Total,15478,13684,8553.0,55.3,1.3,62.5,1.4,6775.0,43.8,1.3,49.5,1.4,
199,NEW YORK,18 to 24,1762,1518,734.0,41.7,3.9,48.4,4.3,505.0,28.6,3.6,33.3,4.1,
200,NEW YORK,25 to 34,2962,2483,1302.0,44.0,3.1,52.4,3.4,958.0,32.4,2.9,38.6,3.3,
201,NEW YORK,35 to 44,2421,2005,1301.0,53.8,3.4,64.9,3.6,1005.0,41.5,3.4,50.1,3.7,
202,NEW YORK,45 to 64,4936,4437,2918.0,59.1,2.3,65.8,2.4,2341.0,47.4,2.4,52.8,2.5,
203,NEW YORK,65+,3396,3241,2297.0,67.6,2.7,70.9,2.7,1965.0,57.9,2.8,60.6,2.9,
204,NORTH CAROLINA,Total,7911,7444,5160.0,65.2,1.8,69.3,1.8,3899.0,49.3,1.9,52.4,1.9,
205,NORTH CAROLINA,18 to 24,1002,955,468.0,46.7,5.3,49.0,5.4,302.0,30.1,4.8,31.6,5.0,
206,NORTH CAROLINA,25 to 34,1329,1169,769.0,57.8,4.5,65.7,4.6,447.0,33.6,4.3,38.2,4.7,
207,NORTH CAROLINA,35 to 44,1200,1071,710.0,59.1,4.7,66.2,4.8,526.0,43.9,4.8,49.1,5.1,
208,NORTH CAROLINA,45 to 64,2742,2630,1905.0,69.5,2.9,72.4,2.9,1555.0,56.7,3.2,59.1,3.2,
209,NORTH CAROLINA,65+,1639,1618,1309.0,79.9,3.3,80.9,3.3,1069.0,65.2,3.9,66.1,3.9,
210,NORTH DAKOTA,Total,560,541,397.0,70.9,2.5,73.4,2.5,335.0,59.8,2.7,61.9,2.7,
211,NORTH DAKOTA,18 to 24,74,72,42.0,B,B,B,B,26.0,B,B,B,B,
212,NORTH DAKOTA,25 to 34,122,113,78.0,64.0,5.7,68.9,5.7,60.0,49.4,5.9,53.2,6.1,
213,NORTH DAKOTA,35 to 44,81,77,57.0,69.9,6.6,73.8,6.5,47.0,57.9,7.1,61.1,7.3,
214,NORTH DAKOTA,45 to 64,165,162,125.0,75.3,4.4,76.7,4.3,112.0,67.9,4.7,69.1,4.7,
215,NORTH DAKOTA,65+,118,118,96.0,81.6,4.7,81.8,4.6,90.0,76.1,5.1,76.4,5.1,
216,OHIO,Total,8873,8640,6062.0,68.3,1.6,70.2,1.6,4538.0,51.1,1.8,52.5,1.8,
217,OHIO,18 to 24,1033,1007,503.0,48.7,5.1,49.9,5.2,226.0,21.9,4.2,22.5,4.3,
218,OHIO,25 to 34,1472,1399,882.0,59.9,4.2,63.0,4.3,601.0,40.8,4.2,42.9,4.4,
219,OHIO,35 to 44,1365,1322,956.0,70.1,4.1,72.3,4.1,706.0,51.8,4.5,53.4,4.5,
220,OHIO,45 to 64,3127,3043,2238.0,71.6,2.7,73.6,2.6,1750.0,56.0,2.9,57.5,3.0,
221,OHIO,65+,1876,1869,1482.0,79.0,3.1,79.3,3.1,1254.0,66.9,3.6,67.1,3.6,
222,OKLAHOMA,Total,2868,2732,1777.0,62.0,2.9,65.1,2.9,1350.0,47.1,3.0,49.4,3.0,
223,OKLAHOMA,18 to 24,309,287,110.0,35.6,8.7,38.2,9.1,65.0,21.1,7.4,22.6,7.9,
224,OKLAHOMA,25 to 34,507,471,275.0,54.2,7.0,58.3,7.2,191.0,37.6,6.8,40.5,7.2,
225,OKLAHOMA,35 to 44,509,469,305.0,59.8,6.9,64.9,7.0,202.0,39.7,6.9,43.1,7.3,
226,OKLAHOMA,45 to 64,912,876,600.0,65.8,5.0,68.5,5.0,486.0,53.2,5.3,55.4,5.3,
227,OKLAHOMA,65+,631,628,487.0,77.2,5.3,77.6,5.3,406.0,64.4,6.1,64.7,6.1,
228,OREGON,Total,3293,3138,2274.0,69.1,2.6,72.5,2.5,1918.0,58.2,2.7,61.1,2.8,
229,OREGON,18 to 24,336,331,205.0,61.1,8.4,62.0,8.4,128.0,38.2,8.4,38.8,8.5,
230,OREGON,25 to 34,626,585,403.0,64.4,6.1,68.9,6.1,334.0,53.3,6.3,57.1,6.5,
231,OREGON,35 to 44,539,493,336.0,62.4,6.6,68.1,6.6,259.0,48.1,6.8,52.5,7.1,
232,OREGON,45 to 64,976,929,708.0,72.6,4.5,76.2,4.4,633.0,64.9,4.8,68.1,4.8,
233,OREGON,65+,816,799,622.0,76.2,4.7,77.8,4.7,564.0,69.1,5.1,70.6,5.1,
234,PENNSYLVANIA,Total,9928,9475,6469.0,65.2,1.6,68.3,1.6,5173.0,52.1,1.7,54.6,1.7,
235,PENNSYLVANIA,18 to 24,1144,1109,546.0,47.7,4.9,49.2,5.0,365.0,31.9,4.6,33.0,4.7,
236,PENNSYLVANIA,25 to 34,1622,1457,883.0,54.4,4.1,60.6,4.2,603.0,37.2,4.0,41.4,4.3,
237,PENNSYLVANIA,35 to 44,1464,1326,903.0,61.6,4.2,68.1,4.2,705.0,48.1,4.3,53.2,4.5,
238,PENNSYLVANIA,45 to 64,3381,3292,2437.0,72.1,2.6,74.0,2.5,2034.0,60.2,2.8,61.8,2.8,
239,PENNSYLVANIA,65+,2317,2291,1702.0,73.5,3.0,74.3,3.0,1465.0,63.2,3.3,63.9,3.3,
240,RHODE ISLAND,Total,828,782,532.0,64.2,2.7,68.0,2.7,403.0,48.7,2.8,51.6,2.9,
241,RHODE ISLAND,18 to 24,90,82,50.0,55.5,8.5,61.5,8.8,34.0,37.8,8.3,41.8,8.9,
242,RHODE ISLAND,25 to 34,145,136,72.0,49.6,6.7,52.9,7.0,45.0,31.0,6.2,33.1,6.6,
243,RHODE ISLAND,35 to 44,129,122,79.0,60.8,7.0,64.5,7.1,57.0,44.2,7.1,46.9,7.4,
244,RHODE ISLAND,45 to 64,304,287,210.0,69.2,4.3,73.2,4.3,172.0,56.4,4.6,59.7,4.7,
245,RHODE ISLAND,65+,159,155,121.0,75.7,5.5,78.0,5.4,95.0,59.8,6.3,61.6,6.4,
246,SOUTH CAROLINA,Total,3914,3769,2430.0,62.1,2.5,64.5,2.5,1836.0,46.9,2.6,48.7,2.7,
247,SOUTH CAROLINA,18 to 24,391,378,176.0,44.9,8.2,46.4,8.3,91.0,23.3,7.0,24.1,7.2,
248,SOUTH CAROLINA,25 to 34,752,720,407.0,54.1,5.9,56.6,6.0,228.0,30.3,5.5,31.7,5.6,
249,SOUTH CAROLINA,35 to 44,556,500,323.0,58.1,6.8,64.6,7.0,265.0,47.7,6.9,53.1,7.3,
250,SOUTH CAROLINA,45 to 64,1249,1215,802.0,64.2,4.4,66.1,4.4,638.0,51.1,4.6,52.5,4.7,
251,SOUTH CAROLINA,65+,965,956,721.0,74.8,4.6,75.5,4.5,613.0,63.6,5.0,64.2,5.0,
252,SOUTH DAKOTA,Total,648,637,429.0,66.2,2.7,67.3,2.7,331.0,51.0,2.9,51.9,2.9,
253,SOUTH DAKOTA,18 to 24,91,90,42.0,46.2,7.7,47.1,7.8,24.0,25.8,6.8,26.3,6.9,
254,SOUTH DAKOTA,25 to 34,109,105,57.0,52.5,7.1,54.2,7.2,33.0,30.3,6.5,31.3,6.7,
255,SOUTH DAKOTA,35 to 44,95,93,61.0,64.4,7.3,65.8,7.3,40.0,42.5,7.5,43.4,7.6,
256,SOUTH DAKOTA,45 to 64,204,202,155.0,76.1,4.4,76.8,4.4,136.0,66.7,4.9,67.3,4.9,
257,SOUTH DAKOTA,65+,150,148,114.0,75.9,5.2,77.0,5.1,98.0,65.5,5.7,66.4,5.7,
258,TENNESSEE,Total,5202,5016,3183.0,61.2,2.2,63.5,2.2,2487.0,47.8,2.3,49.6,2.3,
259,TENNESSEE,18 to 24,601,593,265.0,44.1,6.7,44.7,6.7,184.0,30.7,6.2,31.1,6.2,
260,TENNESSEE,25 to 34,917,833,466.0,50.8,5.4,55.9,5.6,338.0,36.8,5.2,40.5,5.6,
261,TENNESSEE,35 to 44,832,784,533.0,64.1,5.5,68.1,5.5,388.0,46.6,5.7,49.5,5.9,
262,TENNESSEE,45 to 64,1738,1695,1143.0,65.8,3.7,67.4,3.7,916.0,52.7,3.9,54.0,4.0,
263,TENNESSEE,65+,1114,1111,776.0,69.6,4.5,69.8,4.5,661.0,59.4,4.8,59.5,4.8,
264,TEXAS,Total,21064,18374,11634.0,55.2,1.1,63.3,1.2,8886.0,42.2,1.1,48.4,1.2,
265,TEXAS,18 to 24,2875,2664,1217.0,42.3,3.1,45.7,3.2,718.0,25.0,2.7,27.0,2.9,
266,TEXAS,25 to 34,4189,3527,1835.0,43.8,2.6,52.0,2.8,1297.0,31.0,2.4,36.8,2.7,
267,TEXAS,35 to 44,3690,3053,1895.0,51.3,2.7,62.1,2.9,1388.0,37.6,2.7,45.5,3.0,
268,TEXAS,45 to 64,6564,5681,4061.0,61.9,2.0,71.5,2.0,3223.0,49.1,2.1,56.7,2.2,
269,TEXAS,65+,3746,3448,2627.0,70.1,2.5,76.2,2.4,2259.0,60.3,2.7,65.5,2.7,
270,UTAH,Total,2247,2109,1443.0,64.2,2.2,68.4,2.2,1214.0,54.0,2.3,57.6,2.4,
271,UTAH,18 to 24,323,305,142.0,44.0,6.1,46.6,6.3,107.0,33.1,5.8,35.1,6.0,
272,UTAH,25 to 34,477,423,248.0,52.0,5.0,58.5,5.3,181.0,37.9,4.9,42.6,5.3,
273,UTAH,35 to 44,471,439,315.0,66.8,4.8,71.8,4.7,263.0,55.8,5.0,59.9,5.1,
274,UTAH,45 to 64,606,581,456.0,75.3,3.8,78.5,3.7,399.0,65.8,4.2,68.6,4.2,
275,UTAH,65+,370,361,282.0,76.3,4.9,78.2,4.8,265.0,71.8,5.1,73.5,5.1,
276,VERMONT,Total,503,497,343.0,68.1,2.9,69.0,2.9,273.0,54.2,3.1,54.9,3.1,
277,VERMONT,18 to 24,46,45,22.0,B,B,B,B,16.0,B,B,B,B,
278,VERMONT,25 to 34,86,84,50.0,57.8,7.3,59.0,7.4,34.0,39.6,7.3,40.4,7.4,
279,VERMONT,35 to 44,77,75,47.0,60.9,7.7,62.2,7.7,37.0,48.7,7.8,49.7,7.9,
280,VERMONT,45 to 64,164,163,121.0,73.5,4.7,74.1,4.7,98.0,59.5,5.3,60.0,5.3,
281,VERMONT,65+,130,129,104.0,80.0,4.8,80.8,4.8,88.0,67.5,5.6,68.2,5.6,
282,VIRGINIA,Total,6386,5773,4159.0,65.1,2.0,72.0,2.0,3319.0,52.0,2.1,57.5,2.2,
283,VIRGINIA,18 to 24,618,558,313.0,50.6,6.7,56.1,7.1,221.0,35.8,6.5,39.7,7.0,
284,VIRGINIA,25 to 34,1191,1023,674.0,56.6,4.8,65.9,5.0,514.0,43.1,4.8,50.2,5.2,
285,VIRGINIA,35 to 44,1063,874,605.0,56.9,5.1,69.2,5.2,411.0,38.6,5.0,47.0,5.7,
286,VIRGINIA,45 to 64,2223,2070,1539.0,69.2,3.3,74.3,3.2,1298.0,58.4,3.5,62.7,3.6,
287,VIRGINIA,65+,1291,1249,1029.0,79.7,3.8,82.4,3.6,875.0,67.8,4.4,70.1,4.3,
288,WASHINGTON,Total,5775,5228,3852.0,66.7,2.1,73.7,2.0,3234.0,56.0,2.2,61.9,2.2,
289,WASHINGTON,18 to 24,624,577,315.0,50.4,6.7,54.5,6.9,201.0,32.2,6.2,34.8,6.6,
290,WASHINGTON,25 to 34,1067,914,637.0,59.7,5.0,69.7,5.1,455.0,42.6,5.0,49.8,5.5,
291,WASHINGTON,35 to 44,1034,897,672.0,65.0,4.9,74.8,4.8,591.0,57.1,5.1,65.8,5.3,
292,WASHINGTON,45 to 64,1972,1798,1365.0,69.2,3.5,75.9,3.4,1185.0,60.1,3.7,65.9,3.7,
293,WASHINGTON,65+,1079,1041,864.0,80.1,4.0,83.0,3.9,802.0,74.3,4.4,77.0,4.3,
294,WEST VIRGINIA,Total,1406,1384,892.0,63.4,2.8,64.5,2.8,610.0,43.4,2.9,44.1,2.9,
295,WEST VIRGINIA,18 to 24,169,159,79.0,47.0,8.4,49.8,8.6,36.0,21.3,6.9,22.6,7.2,
296,WEST VIRGINIA,25 to 34,201,194,98.0,48.7,7.7,50.6,7.8,50.0,24.8,6.6,25.8,6.8,
297,WEST VIRGINIA,35 to 44,199,197,120.0,59.9,7.5,60.6,7.6,73.0,36.7,7.4,37.1,7.5,
298,WEST VIRGINIA,45 to 64,478,476,320.0,67.0,4.7,67.3,4.7,229.0,47.9,5.0,48.1,5.0,
299,WEST VIRGINIA,65+,358,358,275.0,76.7,4.9,76.8,4.9,222.0,62.0,5.6,62.1,5.6,
300,WISCONSIN,Total,4436,4296,3129.0,70.5,2.3,72.8,2.2,2776.0,62.6,2.4,64.6,2.4,
301,WISCONSIN,18 to 24,471,462,254.0,54.0,7.6,55.0,7.7,221.0,46.9,7.6,47.7,7.7,
302,WISCONSIN,25 to 34,747,689,424.0,56.8,6.0,61.6,6.1,339.0,45.5,6.0,49.3,6.3,
303,WISCONSIN,35 to 44,703,663,438.0,62.3,6.1,66.1,6.1,388.0,55.2,6.2,58.5,6.3,
304,WISCONSIN,45 to 64,1490,1467,1189.0,79.8,3.4,81.0,3.4,1056.0,70.9,3.9,72.0,3.9,
305,WISCONSIN,65+,1026,1015,824.0,80.3,4.1,81.2,4.1,772.0,75.2,4.5,76.0,4.4,
306,WYOMING,Total,430,422,268.0,62.4,2.9,63.5,2.9,220.0,51.2,3.0,52.1,3.0,
307,WYOMING,18 to 24,44,44,15.0,B,B,B,B,9.0,B,B,B,B,
308,WYOMING,25 to 34,84,80,42.0,50.1,6.7,52.4,6.8,28.0,33.6,6.3,35.2,6.5,
309,WYOMING,35 to 44,67,65,40.0,B,B,B,B,28.0,B,B,B,B,
310,WYOMING,45 to 64,142,141,98.0,69.3,4.8,69.8,4.8,88.0,62.0,5.0,62.5,5.0,
311,WYOMING,65+,94,93,73.0,77.3,5.3,78.1,5.3,67.0,71.1,5.8,71.8,5.7,
312,US,,249748,228832,153066.0,61.3,0.3,66.9,0.3,122281.0,49.0,0.3,53.4,0.3,Total
313,US,,120573,110006,71726.0,59.5,0.4,65.2,0.4,56964.0,47.2,0.4,51.8,0.5,Male
314,US,,129176,118826,81340.0,63.0,0.4,68.5,0.4,65317.0,50.6,0.4,55.0,0.4,Female
315,US,,194127,180522,123727.0,63.7,0.3,68.5,0.3,99255.0,51.1,0.3,55.0,0.4,White alone
316,US,,157610,154982,110054.0,69.8,0.4,71.0,0.4,89075.0,56.5,0.4,57.5,0.4,White non-Hispanic alone
317,US,,31623,29758,19023.0,60.2,1.0,63.9,1.0,15194.0,48.0,1.0,51.1,1.1,Black alone
318,US,,15659,11128,5898.0,37.7,1.5,53.0,1.8,4519.0,28.9,1.4,40.6,1.8,Asian alone
319,US,,41049,28955,15558.0,37.9,1.2,53.7,1.4,11695.0,28.5,1.1,40.4,1.4,Hispanic (of any race)
320,US,,198477,184394,126194.0,63.6,0.3,68.4,0.3,101115.0,50.9,0.3,54.8,0.4,White alone or in combination
321,US,,33595,31422,20015.0,59.6,1.0,63.7,1.0,15887.0,47.3,1.0,50.6,1.1,Black alone or in combination
322,US,,16733,12170,6595.0,39.4,1.5,54.2,1.8,5080.0,30.4,1.4,41.7,1.7,Asian alone or in combination
323,ALABAMA,,3753,3609,2490.0,66.4,2.5,69.0,2.5,1830.0,48.8,2.7,50.7,2.7,Total
324,ALABAMA,,1772,1681,1122.0,63.3,3.7,66.7,3.8,821.0,46.3,3.9,48.8,4.0,Male
325,ALABAMA,,1982,1927,1368.0,69.0,3.4,71.0,3.4,1010.0,50.9,3.7,52.4,3.7,Female
326,ALABAMA,,2610,2534,1774.0,68.0,3.0,70.0,3.0,1309.0,50.1,3.2,51.6,3.2,White alone
327,ALABAMA,,2494,2470,1760.0,70.6,3.0,71.3,3.0,1298.0,52.1,3.3,52.6,3.3,White non-Hispanic alone
328,ALABAMA,,976,975,657.0,67.2,5.9,67.4,5.9,483.0,49.4,6.3,49.5,6.3,Black alone
329,ALABAMA,,61,37,13.0,B,B,B,B,7.0,B,B,B,B,Asian alone
330,ALABAMA,,169,77,26.0,15.6,14.3,34.3,27.8,22.0,13.2,13.4,29.1,26.6,Hispanic (of any race)
331,ALABAMA,,2636,2561,1796.0,68.1,3.0,70.1,3.0,1322.0,50.2,3.2,51.6,3.2,White alone or in combination
332,ALABAMA,,979,977,659.0,67.3,5.9,67.4,5.9,485.0,49.6,6.3,49.6,6.3,Black alone or in combination
333,ALABAMA,,61,37,13.0,B,B,B,B,7.0,B,B,B,B,Asian alone or in combination
334,ALASKA,,523,497,337.0,64.4,2.7,67.7,2.7,263.0,50.2,2.9,52.8,2.9,Total
335,ALASKA,,265,255,175.0,65.9,3.8,68.4,3.8,133.0,50.2,4.0,52.1,4.1,Male
336,ALASKA,,258,242,162.0,62.9,3.9,67.1,3.9,130.0,50.2,4.1,53.6,4.2,Female
337,ALASKA,,330,324,236.0,71.6,3.2,73.0,3.2,193.0,58.6,3.5,59.7,3.6,White alone
338,ALASKA,,314,310,229.0,73.0,3.3,73.9,3.3,187.0,59.5,3.6,60.3,3.6,White non-Hispanic alone
339,ALASKA,,16,15,9.0,B,B,B,B,8.0,B,B,B,B,Black alone
340,ALASKA,,55,37,23.0,B,B,B,B,15.0,B,B,B,B,Asian alone
341,ALASKA,,20,18,10.0,B,B,B,B,8.0,B,B,B,B,Hispanic (of any race)
342,ALASKA,,356,350,255.0,71.6,3.1,72.9,3.1,210.0,59.0,3.4,60.1,3.4,White alone or in combination
343,ALASKA,,18,17,11.0,B,B,B,B,9.0,B,B,B,B,Black alone or in combination
344,ALASKA,,60,42,25.0,B,B,B,B,18.0,B,B,B,B,Asian alone or in combination
345,ARIZONA,,5361,4757,3262.0,60.8,2.2,68.6,2.2,2800.0,52.2,2.3,58.9,2.4,Total
346,ARIZONA,,2606,2259,1539.0,59.0,3.2,68.1,3.2,1288.0,49.4,3.2,57.0,3.5,Male
347,ARIZONA,,2755,2497,1723.0,62.5,3.1,69.0,3.1,1512.0,54.9,3.1,60.6,3.2,Female
348,ARIZONA,,4635,4168,2968.0,64.0,2.3,71.2,2.3,2535.0,54.7,2.4,60.8,2.5,White alone
349,ARIZONA,,3128,3065,2272.0,72.6,2.6,74.1,2.6,2000.0,63.9,2.8,65.3,2.8,White non-Hispanic alone
350,ARIZONA,,257,222,114.0,44.4,12.4,51.5,13.5,104.0,40.6,12.3,47.0,13.4,Black alone
351,ARIZONA,,198,106,63.0,32.0,13.9,59.8,20.0,59.0,30.0,13.6,56.1,20.2,Asian alone
352,ARIZONA,,1624,1205,757.0,46.6,6.4,62.8,7.2,588.0,36.2,6.2,48.8,7.5,Hispanic (of any race)
353,ARIZONA,,4688,4216,2996.0,63.9,2.3,71.1,2.3,2563.0,54.7,2.4,60.8,2.5,White alone or in combination
354,ARIZONA,,280,239,132.0,47.0,12.0,55.0,12.9,122.0,43.5,11.9,50.9,13.0,Black alone or in combination
355,ARIZONA,,209,117,71.0,34.0,13.7,60.8,18.9,67.0,32.1,13.5,57.4,19.1,Asian alone or in combination
356,ARKANSAS,,2261,2158,1262.0,55.8,2.7,58.5,2.8,919.0,40.6,2.7,42.6,2.8,Total
357,ARKANSAS,,1093,1034,602.0,55.1,4.0,58.3,4.0,431.0,39.4,3.9,41.7,4.0,Male
358,ARKANSAS,,1169,1125,660.0,56.5,3.8,58.7,3.9,488.0,41.8,3.8,43.4,3.9,Female
359,ARKANSAS,,1833,1765,1031.0,56.2,3.0,58.4,3.1,756.0,41.3,3.0,42.8,3.1,White alone
360,ARKANSAS,,1678,1676,995.0,59.3,3.2,59.3,3.2,737.0,43.9,3.2,44.0,3.2,White non-Hispanic alone
361,ARKANSAS,,327,317,178.0,54.5,8.8,56.1,8.9,132.0,40.3,8.6,41.6,8.8,Black alone
362,ARKANSAS,,37,19,9.0,B,B,B,B,6.0,B,B,B,B,Asian alone
363,ARKANSAS,,172,102,43.0,25.2,13.7,42.3,20.2,21.0,12.3,10.4,20.8,16.6,Hispanic (of any race)
364,ARKANSAS,,1878,1805,1061.0,56.5,3.0,58.7,3.0,771.0,41.1,3.0,42.7,3.1,White alone or in combination
365,ARKANSAS,,336,325,184.0,54.7,8.6,56.6,8.8,135.0,40.2,8.5,41.6,8.7,Black alone or in combination
366,ARKANSAS,,53,31,18.0,B,B,B,B,7.0,B,B,B,B,Asian alone or in combination
367,CALIFORNIA,,30243,25525,15690.0,51.9,1.0,61.5,1.0,13240.0,43.8,0.9,51.9,1.0,Total
